Price,Close,High,Low,Open,Volume
Ticker,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW
Date,,,,,
2000-01-04,24.083698272705078,24.28693512711859,23.372364123804875,23.778841959394228,332630460
2000-01-05,23.982086181640625,24.083703599632937,23.37236929339703,23.575608256144893,292754299
2000-01-06,23.473987579345703,23.98208285229676,23.37236604869789,23.98208285229676,248928848
2000-01-07,22.762653350830078,23.067509688966506,22.152938611175895,22.864270754621334,269228882
2000-01-10,23.37236976623535,23.575608733094874,21.74646834826748,21.74646834826748,380487972
2000-01-11,22.559415817260742,23.982084319251662,22.356178933677366,23.778845372286828,286306727
2000-01-12,23.16912841796875,23.169128417968754,22.4577982972185,22.559415706821994,181892693
2000-01-13,22.559415817260742,23.169128531392325,22.559415817260742,22.96589371119041,162467818922
2000-01-14,22.864269256591797,23.27074709865038,22.55941293842906,22.8642692565918,201569289
2000-01-17,23.37236976623535,23.677230279906297,23.27075234618725,23.575608733094874,150538291
2000-01-18,22.864269256591797,23.372364495783827,22.762651859458348,23.372364495783827,118179571
2000-01-19,22.559415817260742,23.169128531392325,22.559415817260742,22.864272174326533,131704223
2000-01-20,22.559415817260742,22.661037354124616,22.05132257661157,22.559415817260742,161466136
2000-01-21,23.06751251220703,23.37236888765493,22.864273552987374,22.965895095978787,146733969027
2000-01-24,23.778841018676758,23.982079928431077,23.372363199168124,23.372363199168124,280150047
2000-01-25,23.880462646484375,23.98208003844661,23.47398482511106,23.778841127759954,165332179
2000-01-26,25.404748916625977,25.50637046263219,24.388562343906834,24.388562343906834,509931527
2000-01-27,25.404748916625977,26.014463748991762,25.099892532133904,26.014463748991762,294787896
2000-01-28,24.49018096923828,24.998276344002097,24.388563544990916,24.998276344002097,220776993
2000-01-31,24.896652221679688,24.896652221679688,24.083698602741652,24.185318063031556,123849502
2000-02-01,24.998271942138672,25.30313241472588,24.591794063197575,25.30313241472588,138152648
2000-02-02,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0
2000-02-03,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0
2000-02-04,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0
2000-02-07,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0
2000-02-08,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0
2000-02-09,25.303133010864258,25.81122418136704,25.099889939842566,25.81122418136704,205640473
2000-02-10,24.79503059387207,25.20150843332452,24.388556881181984,25.20150843332452,142264579
2000-02-11,24.896652221679688,25.404743332985635,24.69341330109988,24.998269618588402,248857310
2000-02-14,24.896652221679688,25.60798431694663,24.795030698008595,25.099887015497114,231418814
2000-02-15,24.896652221679688,25.099887015497114,24.59179177742879,24.896652221679688,132398164
2000-02-16,24.79503059387207,25.20150843332452,24.591791674145842,24.998269513598295,96313793
2000-02-17,24.49018096923828,24.693419944496508,24.185324569732693,24.591798393485647,169811146
2000-02-18,23.982086181640625,24.795035842487223,23.88046876364831,24.69341842449491,168258311
2000-02-21,22.559415817260742,23.778845372286828,22.559415817260742,23.778845372286828,204879305
2000-02-22,22.762653350830078,23.067509688966506,22.05132120738464,22.152938611175895,220926964
2000-02-23,22.356182098388672,22.762657986477066,22.356182098388675,22.762657986477066,94785922
2000-02-24,22.66103744506836,22.76265485557713,22.356179023397644,22.55941590779665,96072827
2000-02-25,22.864269256591797,22.8642692565918,22.45779554129561,22.762651859458348,131295083
2000-02-28,22.864269256591797,22.8642692565918,22.8642692565918,22.8642692565918,0
2000-02-29,22.864269256591797,23.27074709865038,22.8642692565918,23.16912557475454,93814074
2000-03-01,23.16912841796875,23.37236736393864,23.06751100836526,23.270749954335145,103782874
2000-03-02,22.66103744506836,23.37236757215563,22.55941590779665,23.37236757215563,77321238
2000-03-03,22.66103744506836,22.76265485557713,22.457798497287882,22.55941590779665,54058051
2000-03-06,22.457796096801758,22.864269822152302,22.356176633773497,22.864269822152302,79299876
2000-03-07,22.15294075012207,22.55941659467779,21.949705922916504,22.25456229048791,89830876
2000-03-08,22.051326751708984,22.356183166494898,21.94970932236825,22.152944181049723,83254277
2000-03-09,22.66103744506836,22.66103744506836,22.152940075617167,22.152940075617167,89730328
2000-03-10,21.7464656829834,22.96589314454043,21.7464656829834,22.96589314454043,121241490
2000-03-13,20.32379913330078,20.831892357759116,20.32379913330078,20.73027701427768,197750221
2000-03-14,20.6286563873291,20.73027792542122,19.714087305077843,19.917322127736142,192705540
2000-03-15,20.12055778503418,20.730274533536207,19.917318868866836,20.527035617368863,168651829
2000-03-16,19.612464904785156,20.12056019262003,18.799511206220526,18.799511206220526,249527376
2000-03-17,19.91732406616211,19.91732406616211,19.40922870654074,19.612467675741964,322737936
2000-03-20,19.307605743408203,19.307605743408203,19.307605743408203,19.307605743408203,19713548
2000-03-21,20.6286563873291,20.6286563873291,18.69789462135298,18.69789462135298,307675855
2000-03-22,20.83189582824707,21.339991200732907,20.323802519142976,20.62865891728178,233479025
2000-03-23,22.254560470581055,22.254560470581055,21.339987315894643,21.543226253243038,250847711
2000-03-24,22.051326751708984,22.457802659217485,21.94970932236825,22.457802659217485,178769243
2000-03-27,23.57560157775879,23.57560157775879,22.356174336850103,22.356174336850103,197371979
2000-03-28,24.083698272705078,24.38855664939709,23.778841959394228,24.38855664939709,277777118920
2000-03-29,23.880462646484375,24.185316885752176,23.677223735797718,24.185316885752176,153859273
2000-03-30,24.591796875,25.201513763126087,23.982086177018765,23.982086177018765,344904162
2000-03-31,23.982086181640625,24.59179687973936,23.88046876364831,24.38856204375473,164745578225
2000-04-03,23.982086181640625,23.98208618164062,23.98208618164062,23.98208618164062,0
2000-04-04,23.982086181640625,23.98208618164062,23.98208618164062,23.98208618164062,0
2000-04-05,24.998271942138672,25.30313241472588,24.286937717373135,24.286937717373135,227783546
2000-04-06,23.778841018676758,25.303128715071978,23.778841018676758,24.99826828705942,219765704
2000-04-07,23.57560157775879,24.185316229903652,23.372362672583492,23.982079388109387,161019549
2000-04-10,24.28693962097168,24.998273901491256,23.473989989515037,23.473989989515037,292980520
2000-04-11,23.778841018676758,24.185316774804313,23.67722362718068,24.083697319927154,132788196
2000-04-12,22.96589469909668,23.778846395163217,22.96589469909668,23.57560743945581,145425077
2000-04-13,22.15294075012207,22.356179704090696,21.746466968947882,21.949705922916504,219826704
2000-04-14,20.83189582824707,21.644847598871714,20.730280467837034,20.93351325203885,238392897
2000-04-17,19.815704345703125,19.815704345703125,19.104372162798953,19.104372162798953,181554560
2000-04-18,20.83189582824707,21.0351348025941,20.323802519142976,20.730280467837034,182132143
2000-04-19,20.222179412841797,21.339985204115827,20.12055789084258,21.339985204115827,132531715
2000-04-20,20.52703857421875,20.628655983558918,19.71408691920876,20.222182219435364,92166119
2000-04-21,19.714086532592773,20.120560288744905,19.612464998482633,19.612464998482633,130066568
2000-04-24,18.901132583618164,19.71408627546334,18.901132583618164,19.71408627546334,103420654
2000-04-25,19.91732406616211,19.91732406616211,18.596279019880914,18.69789644109984,166989715
2000-04-26,19.00275421142578,20.222181660219206,18.79951114484008,20.120560126926353,135289884
2000-04-27,19.714086532592773,19.714086532592773,19.002754364254436,19.510843464372496,144450010
2000-04-28,21.035133361816406,21.035133361816406,19.815705789402756,19.917323206234364,256423426
2000-05-01,21.035133361816406,21.035133361816406,21.035133361816406,21.035133361816406,0
2000-05-02,21.7464656829834,22.051322032527306,21.54322674103319,21.94970462493361,206859407
2000-05-03,20.73027992248535,21.644847029460507,20.73027992248535,21.54322960834198,156718656
2000-05-04,20.32379913330078,21.339987645598843,20.0189427859495,20.933509764621945,147635366
2000-05-05,21.543230056762695,21.543230056762695,19.917324461061284,20.12056343429211,166880357
2000-05-08,21.64484214782715,21.94970259595327,21.339985826463465,21.441603224663883,186385049
2000-05-09,21.64484214782715,21.64484214782715,21.64484214782715,21.64484214782715,0
2000-05-10,25.75432014465332,26.632307581082287,25.75432014465332,26.1933148945586,272766688
2000-05-11,25.16899299621582,25.315325946366695,24.72999827252612,25.022660046064942,128542577
2000-05-12,26.339645385742188,26.339645385742188,25.315325086390146,25.75431773178554,137950184
2000-05-15,25.607988357543945,26.632308799733643,25.46165745534018,26.632308799733643,93891704
2000-05-16,27.07130241394043,27.217635373278313,25.75432022357064,26.193314974821103,164745727
2000-05-17,28.095617294311523,28.68094282655811,27.65662262928128,27.80295143311644,231459124
2000-05-18,27.949289321899414,27.94928932189941,27.363961622434886,27.656627535548704,116993148
2000-05-19,27.656625747680664,27.802954568015007,27.36395985348629,27.51029280058348,65075344
2000-05-22,26.48596954345703,27.363956811530244,26.48596954345703,27.071297140014096,88601490
2000-05-23,25.900651931762695,26.632306376201154,25.75431897949351,26.485973423931966,68995404
2000-05-24,25.46165657043457,25.607987467552686,25.02266181569862,25.168994776198346,78865786
2000-05-25,25.02265739440918,25.900648812129127,24.876328586527727,25.75431587748518,73734944
2000-05-26,25.315324783325195,25.461653599990473,24.729997136375854,24.876330079803875,76133555
2000-05-29,25.315324783325195,25.90065036689316,25.168991839897174,25.31532478332519,58958664
2000-05-30,25.315324783325195,25.31532478332519,25.31532478332519,25.31532478332519,0
2000-05-31,27.363954544067383,27.949282092122377,27.071294896801927,27.949282092122377,198036592
2000-06-01,26.632305145263672,27.363959555885273,26.632305145263672,27.217632800523752,63749675
2000-06-02,26.778642654418945,27.51029718973002,26.778642654418945,27.217637438987342,110559813
2000-06-05,26.924970626831055,27.071303592539813,26.6323088221769,26.92497062683105,56553474842
2000-06-06,26.924970626831055,26.92497062683105,26.92497062683105,26.92497062683105,0
2000-06-07,27.51029396057129,27.51029396057129,26.632306557874422,26.92496833764621,121034714287
2000-06-08,27.363954544067383,28.095615010826638,27.217627815506187,27.802949173418117,142517212
2000-06-09,27.656625747680664,27.802954568015007,27.51029280058348,27.802954568015007,104072826
2000-06-12,27.21763038635254,27.949284732077277,27.21763038635254,27.802951799551114,65053942
2000-06-13,26.924970626831055,27.217636558248575,26.77864178788566,26.92497062683105,63218332335
2000-06-14,26.924970626831055,27.36396333381228,26.77864178788566,27.217636558248575,86123795335
2000-06-15,26.48596954345703,26.924964209184232,26.339642802770747,26.778635405116756,77502341
2000-06-16,26.193315505981445,26.485975240447118,26.04698254367615,26.485975240447118,74023227
2000-06-19,25.75432014465332,26.339647853448085,25.607987185763836,26.1933148945586,56947143
2000-06-20,25.46165657043457,26.19331518278836,25.46165657043457,26.19331518278836,46836049
2000-06-21,25.46165657043457,25.900653388552133,25.46165657043457,25.75432042805241,68767075
2000-06-22,26.193315505981445,26.339648468286736,25.16899508675258,25.315328049057875,88438051
2000-06-23,25.607988357543945,26.193316093122355,25.60798835754394,25.900654288714833,54476304
2000-06-26,25.02265739440918,25.46165207157853,24.876328586527727,25.46165207157853,68591403
2000-06-27,25.02265739440918,25.315323263697078,24.876328586527727,25.16899032905313,48848735
2000-06-28,25.46165657043457,25.607987467552686,25.02266181569862,25.02266181569862,72286370
2000-06-29,24.73000144958496,25.754321915328035,24.43734170182966,25.754321915328035,88622171
2000-06-30,25.02265739440918,25.315323263697078,24.437335972739625,24.876328586527727,96281055
2000-07-03,24.583669662475586,25.16899532714231,23.998341934427213,25.022662363439384,66417868
2000-07-04,23.99833869934082,24.876330173056097,23.99833869934082,24.58366634848434,63559477
2000-07-05,25.16899299621582,25.46165476975464,23.70568000175878,24.291005612217887,118081376
2000-07-06,24.291006088256836,24.729998757168158,24.291006088256836,24.58366786753105,61066181
2000-07-07,23.559349060058594,24.43734064566884,23.559349060058594,24.144674720417118,84751403
2000-07-10,23.413015365600586,23.705681281704305,22.827693850301028,23.559348323652447,85542807
2000-07-11,23.413015365600586,23.852014239756166,23.12035357626002,23.413015365600586,55118668
2000-07-12,23.413015365600586,23.705681281704305,23.413015365600586,23.559348323652447,45241873
2000-07-13,23.99833869934082,24.29100458729396,23.70567900153182,23.70567900153182,97722181
2000-07-14,24.437339782714844,24.583668613410122,23.998340910339593,24.14467386779801,111560104
2000-07-17,24.291006088256836,24.87633171018677,24.144673135238225,24.87633171018677,64027648
2000-07-18,23.85201644897461,24.437342145251286,23.705683477369117,24.437342145251286,42788685
2000-07-19,23.85201644897461,24.437342145251286,23.705683477369117,24.437342145251286,42788685
2000-07-20,22.827693939208984,23.705681374031794,22.827693939208984,23.559348415410007,76273538
2000-07-21,22.5350284576416,23.120354113300273,21.949706928746178,22.827694380543374,104710478
2000-07-24,21.94970703125,22.388699727507856,21.94970703125,22.242366765373603,64678920
2000-07-25,21.3643798828125,22.242367362271587,21.3643798828125,21.65704168817163,71126283
2000-07-26,21.803375244140625,22.242367964056623,21.364380460842877,21.364380460842877,78795369
2000-07-27,21.803375244140625,21.80337524414062,21.071720710947293,21.80337524414062,70315841
2000-07-28,22.388694763183594,22.388694763183594,21.218043705971965,21.364374572278123,75142542
2000-07-31,21.94970703125,22.242366765373603,21.803374069115748,22.242366765373603,30183169
2000-08-01,21.657039642333984,22.388698213378888,21.657039642333984,22.24236526114101,37343367
2000-08-02,21.510711669921875,21.949706417281988,21.510711669921875,21.65704050119981,57964991
